date,Belegte Betten,Freie Betten,Notfallreserve,COVID-19-Fälle,IdBundesland
2020-12-01T12:15:00+01:00,594,116,345,90,2
2020-11-30T12:15:00+01:00,541,167,348,88,2
2020-11-29T12:15:00+01:00,540,165,350,80,2
2020-11-28T12:15:00+01:00,565,138,349,83,2
2020-11-27T12:15:00+01:00,565,144,345,81,2
2020-11-26T12:15:00+01:00,571,148,340,79,2
2020-11-25T12:15:00+01:00,558,163,340,80,2
2020-11-24T12:15:00+01:00,574,152,338,89,2
2020-11-23T12:15:00+01:00,551,167,344,93,2
2020-11-22T12:15:00+01:00,547,163,344,86,2
2020-11-21T12:15:00+01:00,579,138,345,85,2
2020-11-20T12:15:00+01:00,586,132,346,86,2
2020-11-19T12:15:00+01:00,582,139,345,84,2
2020-11-18T12:15:00+01:00,593,128,345,80,2
2020-11-17T12:15:00+01:00,585,140,343,85,2
2020-11-16T12:15:00+01:00,582,146,344,86,2
2020-11-15T12:15:00+01:00,573,150,343,79,2
2020-11-14T12:15:00+01:00,591,135,344,79,2
2020-11-13T12:15:00+01:00,582,146,334,77,2
2020-11-12T12:15:00+01:00,571,159,336,71,2
2020-11-11T12:15:00+01:00,595,146,331,76,2
2020-11-10T12:15:00+01:00,566,175,342,73,2
2020-11-09T12:15:00+01:00,566,170,348,72,2
2020-11-08T12:15:00+01:00,574,167,351,68,2
2020-11-07T12:15:00+01:00,586,154,354,63,2
2020-11-06T12:15:00+01:00,596,147,346,59,2
2020-11-05T12:15:00+01:00,594,164,336,57,2
2020-11-04T12:15:00+01:00,581,219,319,53,2
2020-11-03T12:15:00+01:00,584,211,317,52,2
2020-11-02T12:15:00+01:00,569,227,314,49,2
2020-11-01T12:15:00+01:00,562,244,314,45,2
2020-10-31T12:15:00+01:00,566,241,314,43,2
2020-10-30T12:15:00+01:00,578,229,314,41,2
2020-10-29T12:15:00+01:00,573,238,313,38,2
2020-10-28T12:15:00+01:00,577,232,310,37,2
2020-10-27T12:15:00+01:00,579,251,306,34,2
2020-10-26T12:15:00+01:00,550,277,309,29,2
2020-10-25T12:15:00+01:00,551,272,309,27,2
2020-10-24T12:15:00+02:00,584,238,306,28,2
2020-10-23T12:15:00+02:00,583,246,306,31,2
2020-10-22T12:15:00+02:00,587,244,306,30,2
2020-10-21T12:15:00+02:00,574,257,306,27,2
2020-10-20T12:15:00+02:00,554,277,306,25,2
2020-10-19T12:15:00+02:00,555,276,306,21,2
2020-10-18T12:15:00+02:00,560,271,306,22,2
2020-10-17T12:15:00+02:00,578,253,306,22,2
2020-10-16T12:15:00+02:00,600,231,308,21,2
2020-10-15T12:15:00+02:00,586,245,309,19,2
2020-10-14T12:15:00+02:00,595,236,310,19,2
2020-10-13T12:15:00+02:00,578,253,309,17,2
2020-10-12T12:15:00+02:00,566,265,309,18,2
2020-10-11T12:15:00+02:00,558,271,309,15,2
2020-10-10T12:15:00+02:00,575,256,308,15,2
2020-10-09T12:15:00+02:00,589,242,307,14,2
2020-10-08T12:15:00+02:00,597,234,307,13,2
2020-10-07T12:15:00+02:00,594,237,307,12,2
2020-10-06T12:15:00+02:00,575,256,307,14,2
2020-10-05T12:15:00+02:00,567,264,307,12,2
2020-10-04T12:15:00+02:00,568,264,307,14,2
2020-10-03T12:15:00+02:00,598,233,307,12,2
2020-10-02T12:15:00+02:00,613,218,307,14,2
2020-10-01T12:15:00+02:00,597,234,307,18,2
2020-09-30T12:15:00+02:00,598,240,302,17,2
2020-09-29T12:15:00+02:00,589,249,300,17,2
