date,Belegte Betten,Freie Betten,Notfallreserve,COVID-19-Fälle,IdBundesland
2020-12-01T12:15:00+01:00,541,164,254,29,13
2020-11-30T12:15:00+01:00,511,192,251,31,13
2020-11-29T12:15:00+01:00,512,184,250,32,13
2020-11-28T12:15:00+01:00,546,149,255,36,13
2020-11-27T12:15:00+01:00,544,155,252,31,13
2020-11-26T12:15:00+01:00,544,152,252,33,13
2020-11-25T12:15:00+01:00,545,155,253,29,13
2020-11-24T12:15:00+01:00,553,149,252,29,13
2020-11-23T12:15:00+01:00,530,186,262,26,13
2020-11-22T12:15:00+01:00,520,197,264,25,13
2020-11-21T12:15:00+01:00,548,168,265,22,13
2020-11-20T12:15:00+01:00,554,164,265,25,13
2020-11-19T12:15:00+01:00,545,174,263,27,13
2020-11-18T12:15:00+01:00,573,146,263,28,13
2020-11-17T12:15:00+01:00,557,158,259,30,13
2020-11-16T12:15:00+01:00,554,163,260,31,13
2020-11-15T12:15:00+01:00,560,160,260,29,13
2020-11-14T12:15:00+01:00,567,150,263,29,13
2020-11-13T12:15:00+01:00,569,153,260,27,13
2020-11-12T12:15:00+01:00,580,143,259,28,13
2020-11-11T12:15:00+01:00,559,168,259,23,13
2020-11-10T12:15:00+01:00,553,173,260,18,13
2020-11-09T12:15:00+01:00,536,183,256,20,13
2020-11-08T12:15:00+01:00,537,182,264,22,13
2020-11-07T12:15:00+01:00,546,181,260,17,13
2020-11-06T12:15:00+01:00,575,160,261,15,13
2020-11-05T12:15:00+01:00,573,161,270,19,13
2020-11-04T12:15:00+01:00,590,145,271,19,13
2020-11-03T12:15:00+01:00,526,162,259,19,13
2020-11-02T12:15:00+01:00,557,186,311,19,13
2020-11-01T12:15:00+01:00,558,180,308,18,13
2020-10-31T12:15:00+01:00,562,176,308,15,13
2020-10-30T12:15:00+01:00,566,179,305,17,13
2020-10-29T12:15:00+01:00,566,179,310,13,13
2020-10-28T12:15:00+01:00,585,164,304,10,13
2020-10-27T12:15:00+01:00,556,193,311,11,13
2020-10-26T12:15:00+01:00,547,212,305,9,13
2020-10-25T12:15:00+01:00,539,220,304,12,13
2020-10-24T12:15:00+02:00,568,180,304,11,13
2020-10-23T12:15:00+02:00,580,168,317,12,13
2020-10-22T12:15:00+02:00,542,226,309,10,13
2020-10-21T12:15:00+02:00,561,208,310,6,13
2020-10-20T12:15:00+02:00,555,232,301,3,13
2020-10-19T12:15:00+02:00,545,242,301,5,13
2020-10-18T12:15:00+02:00,550,237,299,5,13
2020-10-17T12:15:00+02:00,572,214,301,6,13
2020-10-16T12:15:00+02:00,565,221,303,7,13
2020-10-15T12:15:00+02:00,575,210,303,6,13
2020-10-14T12:15:00+02:00,576,211,301,6,13
2020-10-13T12:15:00+02:00,569,217,295,6,13
2020-10-12T12:15:00+02:00,547,239,298,6,13
2020-10-11T12:15:00+02:00,542,245,299,5,13
2020-10-10T12:15:00+02:00,575,229,299,5,13
2020-10-09T12:15:00+02:00,580,223,300,4,13
2020-10-08T12:15:00+02:00,577,226,300,3,13
2020-10-07T12:15:00+02:00,569,234,299,2,13
2020-10-06T12:15:00+02:00,575,229,299,2,13
2020-10-05T12:15:00+02:00,565,239,298,3,13
2020-10-04T12:15:00+02:00,581,225,295,3,13
2020-10-03T12:15:00+02:00,586,220,296,3,13
2020-10-02T12:15:00+02:00,588,218,295,1,13
2020-10-01T12:15:00+02:00,606,197,301,1,13
2020-09-30T12:15:00+02:00,610,193,301,0,13
2020-09-29T12:15:00+02:00,600,202,298,0,13
2020-09-28T12:15:00+02:00,585,218,295,0,13
2020-09-27T12:15:00+02:00,568,240,290,0,13
2020-09-26T12:15:00+02:00,576,230,296,0,13
2020-09-25T12:15:00+02:00,575,232,296,1,13
2020-09-24T12:15:00+02:00,586,223,296,1,13
2020-09-23T12:15:00+02:00,565,244,296,2,13
2020-09-22T12:15:00+02:00,560,249,297,2,13
2020-09-21T12:15:00+02:00,556,253,296,1,13
2020-09-20T12:15:00+02:00,572,261,297,1,13
2020-09-19T12:15:00+02:00,607,226,297,1,13
2020-09-18T12:15:00+02:00,635,198,297,1,13
2020-09-17T12:15:00+02:00,636,200,297,1,13
2020-09-16T12:15:00+02:00,606,229,297,0,13
2020-09-15T12:15:00+02:00,618,217,291,2,13
2020-09-14T12:15:00+02:00,582,253,297,0,13
2020-09-13T12:15:00+02:00,586,249,299,0,13
2020-09-12T12:15:00+02:00,610,231,304,0,13
2020-09-11T12:15:00+02:00,639,202,299,0,13
2020-09-10T12:15:00+02:00,632,208,295,0,13
2020-09-09T12:15:00+02:00,621,213,297,0,13
2020-09-08T12:15:00+02:00,612,222,295,0,13
2020-09-07T12:15:00+02:00,592,244,288,0,13
2020-09-06T12:15:00+02:00,602,232,295,0,13
2020-09-05T12:15:00+02:00,627,207,292,0,13
2020-09-04T12:15:00+02:00,622,212,294,0,13
2020-09-03T12:15:00+02:00,620,198,297,0,13
2020-09-02T12:15:00+02:00,614,204,301,0,13
2020-09-01T12:15:00+02:00,596,222,299,0,13
2020-08-31T12:15:00+02:00,584,237,301,0,13
2020-08-30T12:15:00+02:00,569,232,295,0,13
2020-08-29T12:15:00+02:00,592,209,299,0,13
2020-08-28T12:15:00+02:00,603,198,304,0,13
2020-08-27T12:15:00+02:00,608,197,312,0,13
2020-08-26T12:15:00+02:00,616,187,313,0,13
2020-08-25T12:15:00+02:00,627,194,318,0,13
2020-08-24T12:15:00+02:00,589,232,298,0,13
2020-08-23T12:15:00+02:00,585,236,300,0,13
2020-08-22T12:15:00+02:00,615,207,324,0,13
2020-08-21T12:15:00+02:00,623,201,319,1,13
2020-08-20T12:15:00+02:00,639,191,324,1,13
2020-08-19T12:15:00+02:00,625,208,319,1,13
2020-08-18T12:15:00+02:00,636,198,315,1,13
2020-08-17T12:15:00+02:00,604,229,314,2,13
2020-08-16T12:15:00+02:00,592,237,293,3,13
2020-08-15T12:15:00+02:00,600,231,298,3,13
2020-08-14T12:15:00+02:00,621,208,302,1,13
2020-08-13T12:15:00+02:00,621,209,300,0,13
2020-08-12T12:15:00+02:00,637,194,297,0,13
2020-08-11T12:15:00+02:00,611,218,305,0,13
2020-08-10T12:15:00+02:00,642,238,248,0,13
2020-08-09T12:15:00+02:00,643,237,250,0,13
2020-08-08T12:15:00+02:00,644,238,265,0,13
2020-08-07T12:15:00+02:00,648,231,259,0,13
2020-08-06T12:15:00+02:00,641,245,257,2,13
2020-08-05T12:15:00+02:00,641,224,239,2,13
2020-08-04T12:15:00+02:00,614,247,230,1,13
2020-08-03T12:15:00+02:00,591,301,0,0,13
2020-08-02T12:15:00+02:00,595,289,0,0,13
2020-08-01T12:15:00+02:00,627,271,0,0,13
2020-07-31T12:15:00+02:00,617,282,0,0,13
2020-07-30T12:15:00+02:00,629,274,0,0,13
2020-07-29T12:15:00+02:00,637,260,0,0,13
2020-07-28T12:15:00+02:00,628,262,0,0,13
2020-07-27T12:15:00+02:00,595,294,0,1,13
2020-07-26T12:15:00+02:00,597,282,0,0,13
2020-07-25T12:15:00+02:00,629,257,0,0,13
2020-07-24T12:15:00+02:00,644,241,0,0,13
2020-07-23T12:15:00+02:00,635,257,0,3,13
2020-07-22T12:15:00+02:00,629,232,0,0,13
2020-07-21T12:15:00+02:00,608,265,0,0,13
2020-07-20T12:15:00+02:00,602,257,0,0,13
2020-07-19T12:15:00+02:00,595,271,0,0,13
2020-07-18T12:15:00+02:00,621,239,0,0,13
2020-07-17T12:15:00+02:00,625,233,0,0,13
2020-07-16T12:15:00+02:00,653,201,0,0,13
2020-07-15T12:15:00+02:00,645,218,0,0,13
2020-07-14T12:15:00+02:00,620,245,0,0,13
2020-07-13T12:15:00+02:00,599,264,0,0,13
2020-07-12T12:15:00+02:00,620,240,0,0,13
2020-07-11T12:15:00+02:00,623,237,0,0,13
2020-07-10T12:15:00+02:00,619,241,0,0,13
2020-07-09T12:15:00+02:00,610,244,0,0,13
2020-07-08T12:15:00+02:00,618,244,0,1,13
2020-07-07T12:15:00+02:00,617,239,0,1,13
2020-07-06T12:15:00+02:00,597,262,0,2,13
2020-07-05T12:15:00+02:00,595,258,0,2,13
2020-07-04T12:15:00+02:00,608,247,0,2,13
2020-07-03T12:15:00+02:00,611,248,0,2,13
2020-07-02T12:15:00+02:00,625,257,0,2,13
2020-07-01T12:15:00+02:00,636,240,0,2,13
2020-06-30T12:15:00+02:00,646,209,0,3,13
2020-06-29T12:15:00+02:00,611,251,0,2,13
2020-06-28T12:15:00+02:00,616,247,0,2,13
2020-06-27T12:15:00+02:00,639,216,0,2,13
2020-06-26T12:15:00+02:00,626,226,0,2,13
2020-06-25T12:15:00+02:00,611,244,0,2,13
2020-06-24T12:15:00+02:00,597,258,0,2,13
2020-06-23T12:15:00+02:00,602,255,0,2,13
2020-06-22T12:15:00+02:00,582,275,0,2,13
2020-06-21T12:15:00+02:00,600,256,0,2,13
2020-06-20T12:15:00+02:00,628,228,0,2,13
2020-06-19T12:15:00+02:00,650,204,0,2,13
2020-06-18T12:15:00+02:00,641,211,0,2,13
2020-06-17T12:15:00+02:00,643,205,0,2,13
2020-06-16T12:15:00+02:00,619,229,0,2,13
2020-06-15T12:15:00+02:00,593,261,0,2,13
2020-06-14T12:15:00+02:00,583,266,0,2,13
2020-06-13T12:15:00+02:00,615,237,0,2,13
2020-06-12T12:15:00+02:00,612,238,0,2,13
2020-06-11T12:15:00+02:00,638,213,0,3,13
2020-06-10T12:15:00+02:00,634,218,0,3,13
2020-06-09T12:15:00+02:00,625,222,0,3,13
2020-06-08T12:15:00+02:00,595,246,0,2,13
2020-06-07T12:15:00+02:00,594,260,0,2,13
2020-06-06T12:15:00+02:00,608,240,0,1,13
2020-06-05T12:15:00+02:00,640,219,0,2,13
2020-06-04T12:15:00+02:00,623,229,0,2,13
2020-06-03T12:15:00+02:00,618,231,0,2,13
2020-06-02T12:15:00+02:00,600,250,0,2,13
2020-06-01T12:15:00+02:00,555,259,0,2,13
2020-05-31T12:15:00+02:00,555,267,0,2,13
2020-05-30T12:15:00+02:00,556,257,0,2,13
2020-05-29T12:15:00+02:00,603,211,0,2,13
2020-05-28T12:15:00+02:00,605,211,0,2,13
2020-05-27T12:15:00+02:00,599,219,0,2,13
2020-05-26T12:15:00+02:00,587,232,0,2,13
2020-05-25T12:15:00+02:00,550,267,0,2,13
2020-05-24T12:15:00+02:00,552,262,0,2,13
2020-05-23T12:15:00+02:00,576,239,0,3,13
2020-05-22T12:15:00+02:00,545,265,0,5,13
2020-05-21T12:15:00+02:00,563,258,0,5,13
2020-05-20T12:15:00+02:00,576,245,0,5,13
2020-05-19T12:15:00+02:00,567,255,0,5,13
2020-05-18T12:15:00+02:00,565,258,0,5,13
2020-05-17T12:15:00+02:00,536,288,0,5,13
2020-05-16T12:15:00+02:00,572,248,0,5,13
2020-05-15T12:15:00+02:00,594,224,0,5,13
2020-05-14T12:15:00+02:00,572,229,0,4,13
2020-05-13T12:15:00+02:00,588,227,0,5,13
2020-05-12T12:15:00+02:00,581,233,0,4,13
2020-05-11T12:15:00+02:00,535,256,0,3,13
2020-05-10T12:15:00+02:00,534,268,0,3,13
2020-05-09T12:15:00+02:00,590,241,0,3,13
2020-05-08T12:15:00+02:00,597,219,0,4,13
2020-05-07T12:15:00+02:00,590,231,0,5,13
