date,Belegte Betten,Freie Betten,Notfallreserve,COVID-19-Fälle,IdBundesland
2020-12-01T12:15:00+01:00,592,176,408,85,12
2020-11-30T12:15:00+01:00,585,181,409,87,12
2020-11-29T12:15:00+01:00,580,189,409,86,12
2020-11-28T12:15:00+01:00,584,182,409,89,12
2020-11-27T12:15:00+01:00,604,164,409,85,12
2020-11-26T12:15:00+01:00,589,173,409,84,12
2020-11-25T12:15:00+01:00,594,193,429,86,12
2020-11-24T12:15:00+01:00,599,188,424,81,12
2020-11-23T12:15:00+01:00,580,206,421,80,12
2020-11-22T12:15:00+01:00,583,203,421,82,12
2020-11-21T12:15:00+01:00,598,179,421,80,12
2020-11-20T12:15:00+01:00,588,191,420,76,12
2020-11-19T12:15:00+01:00,603,179,426,82,12
2020-11-18T12:15:00+01:00,604,191,426,77,12
2020-11-17T12:15:00+01:00,585,210,425,73,12
2020-11-16T12:15:00+01:00,569,236,414,75,12
2020-11-15T12:15:00+01:00,564,232,417,72,12
2020-11-14T12:15:00+01:00,573,203,434,71,12
2020-11-13T12:15:00+01:00,587,206,434,64,12
2020-11-12T12:15:00+01:00,573,238,435,68,12
2020-11-11T12:15:00+01:00,568,220,432,69,12
2020-11-10T12:15:00+01:00,582,210,429,67,12
2020-11-09T12:15:00+01:00,554,239,413,61,12
2020-11-08T12:15:00+01:00,539,252,406,67,12
2020-11-07T12:15:00+01:00,577,221,425,63,12
2020-11-06T12:15:00+01:00,587,216,416,64,12
2020-11-05T12:15:00+01:00,615,204,421,64,12
2020-11-04T12:15:00+01:00,609,205,436,61,12
2020-11-03T12:15:00+01:00,597,204,447,60,12
2020-11-02T12:15:00+01:00,537,283,445,58,12
2020-11-01T12:15:00+01:00,550,258,436,46,12
2020-10-31T12:15:00+01:00,569,242,430,41,12
2020-10-30T12:15:00+01:00,566,254,431,45,12
2020-10-29T12:15:00+01:00,596,223,431,36,12
2020-10-28T12:15:00+01:00,610,213,434,31,12
2020-10-27T12:15:00+01:00,602,225,431,32,12
2020-10-26T12:15:00+01:00,580,252,396,34,12
2020-10-25T12:15:00+01:00,588,281,419,31,12
2020-10-24T12:15:00+02:00,611,270,418,31,12
2020-10-23T12:15:00+02:00,632,248,421,34,12
2020-10-22T12:15:00+02:00,625,242,414,32,12
2020-10-21T12:15:00+02:00,608,280,433,27,12
2020-10-20T12:15:00+02:00,592,295,432,22,12
2020-10-19T12:15:00+02:00,575,316,430,22,12
2020-10-18T12:15:00+02:00,559,271,399,19,12
2020-10-17T12:15:00+02:00,588,246,400,12,12
2020-10-16T12:15:00+02:00,598,244,401,14,12
2020-10-15T12:15:00+02:00,571,271,427,9,12
2020-10-14T12:15:00+02:00,586,256,402,8,12
2020-10-13T12:15:00+02:00,608,235,400,8,12
2020-10-12T12:15:00+02:00,573,270,411,8,12
2020-10-11T12:15:00+02:00,565,278,410,6,12
2020-10-10T12:15:00+02:00,592,250,412,6,12
2020-10-09T12:15:00+02:00,595,248,411,6,12
2020-10-08T12:15:00+02:00,587,254,413,5,12
2020-10-07T12:15:00+02:00,590,254,413,5,12
2020-10-06T12:15:00+02:00,601,262,418,4,12
2020-10-05T12:15:00+02:00,579,277,416,5,12
2020-10-04T12:15:00+02:00,609,252,414,5,12
2020-10-03T12:15:00+02:00,640,260,453,4,12
2020-10-02T12:15:00+02:00,662,254,444,5,12
2020-10-01T12:15:00+02:00,664,253,437,4,12
2020-09-30T12:15:00+02:00,643,286,436,4,12
2020-09-29T12:15:00+02:00,642,294,436,3,12
2020-09-28T12:15:00+02:00,609,315,438,2,12
2020-09-27T12:15:00+02:00,623,306,438,2,12
2020-09-26T12:15:00+02:00,623,306,437,2,12
2020-09-25T12:15:00+02:00,650,284,438,1,12
2020-09-24T12:15:00+02:00,655,282,439,1,12
2020-09-23T12:15:00+02:00,605,318,446,0,12
2020-09-22T12:15:00+02:00,607,325,447,1,12
2020-09-21T12:15:00+02:00,605,323,447,2,12
2020-09-20T12:15:00+02:00,593,325,444,2,12
2020-09-19T12:15:00+02:00,618,300,440,2,12
2020-09-18T12:15:00+02:00,640,292,440,0,12
2020-09-17T12:15:00+02:00,646,286,442,0,12
2020-09-16T12:15:00+02:00,639,293,441,0,12
2020-09-15T12:15:00+02:00,636,292,441,0,12
2020-09-14T12:15:00+02:00,615,312,446,1,12
2020-09-13T12:15:00+02:00,597,323,447,1,12
2020-09-12T12:15:00+02:00,605,315,458,1,12
2020-09-11T12:15:00+02:00,625,306,456,0,12
2020-09-10T12:15:00+02:00,627,304,456,0,12
2020-09-09T12:15:00+02:00,616,317,455,0,12
2020-09-08T12:15:00+02:00,614,318,458,2,12
2020-09-07T12:15:00+02:00,602,330,458,1,12
2020-09-06T12:15:00+02:00,593,339,457,1,12
2020-09-05T12:15:00+02:00,614,318,457,2,12
2020-09-04T12:15:00+02:00,630,302,457,1,12
2020-09-03T12:15:00+02:00,601,331,460,0,12
2020-09-02T12:15:00+02:00,623,309,460,0,12
2020-09-01T12:15:00+02:00,604,328,460,0,12
2020-08-31T12:15:00+02:00,583,335,460,1,12
2020-08-30T12:15:00+02:00,584,329,459,2,12
2020-08-29T12:15:00+02:00,586,323,459,2,12
2020-08-28T12:15:00+02:00,610,315,455,2,12
2020-08-27T12:15:00+02:00,626,298,454,1,12
2020-08-26T12:15:00+02:00,622,298,454,3,12
2020-08-25T12:15:00+02:00,612,313,449,1,12
2020-08-24T12:15:00+02:00,592,332,464,3,12
2020-08-23T12:15:00+02:00,588,339,457,2,12
2020-08-22T12:15:00+02:00,616,309,459,3,12
2020-08-21T12:15:00+02:00,654,276,468,2,12
2020-08-20T12:15:00+02:00,651,283,458,3,12
2020-08-19T12:15:00+02:00,637,297,460,1,12
2020-08-18T12:15:00+02:00,629,304,461,1,12
2020-08-17T12:15:00+02:00,591,332,460,1,12
2020-08-16T12:15:00+02:00,595,335,461,2,12
2020-08-15T12:15:00+02:00,611,319,475,1,12
2020-08-14T12:15:00+02:00,616,318,464,2,12
2020-08-13T12:15:00+02:00,629,305,515,4,12
2020-08-12T12:15:00+02:00,630,337,521,4,12
2020-08-11T12:15:00+02:00,642,318,514,3,12
2020-08-10T12:15:00+02:00,618,328,530,5,12
2020-08-09T12:15:00+02:00,603,345,526,5,12
2020-08-08T12:15:00+02:00,602,340,513,4,12
2020-08-07T12:15:00+02:00,626,324,538,5,12
2020-08-06T12:15:00+02:00,634,316,544,6,12
2020-08-05T12:15:00+02:00,628,320,517,8,12
2020-08-04T12:15:00+02:00,626,361,404,5,12
2020-08-03T12:15:00+02:00,607,465,0,1,12
2020-08-02T12:15:00+02:00,587,473,0,1,12
2020-08-01T12:15:00+02:00,602,478,0,1,12
2020-07-31T12:15:00+02:00,631,451,0,1,12
2020-07-30T12:15:00+02:00,672,416,0,1,12
2020-07-29T12:15:00+02:00,653,436,0,1,12
2020-07-28T12:15:00+02:00,614,450,0,2,12
2020-07-27T12:15:00+02:00,611,456,0,2,12
2020-07-26T12:15:00+02:00,606,451,0,3,12
2020-07-25T12:15:00+02:00,626,435,0,1,12
2020-07-24T12:15:00+02:00,662,421,0,2,12
2020-07-23T12:15:00+02:00,652,426,0,2,12
2020-07-22T12:15:00+02:00,634,434,0,2,12
2020-07-21T12:15:00+02:00,611,447,0,3,12
2020-07-20T12:15:00+02:00,614,475,0,3,12
2020-07-19T12:15:00+02:00,606,491,0,2,12
2020-07-18T12:15:00+02:00,648,452,0,2,12
2020-07-17T12:15:00+02:00,663,434,0,2,12
2020-07-16T12:15:00+02:00,634,462,0,3,12
2020-07-15T12:15:00+02:00,651,450,0,3,12
2020-07-14T12:15:00+02:00,653,449,0,5,12
2020-07-13T12:15:00+02:00,604,493,0,5,12
2020-07-12T12:15:00+02:00,595,495,0,5,12
2020-07-11T12:15:00+02:00,622,470,0,5,12
2020-07-10T12:15:00+02:00,645,455,0,5,12
2020-07-09T12:15:00+02:00,652,445,0,4,12
2020-07-08T12:15:00+02:00,657,437,0,3,12
2020-07-07T12:15:00+02:00,642,458,0,3,12
2020-07-06T12:15:00+02:00,620,465,0,4,12
2020-07-05T12:15:00+02:00,610,470,0,4,12
2020-07-04T12:15:00+02:00,610,474,0,4,12
2020-07-03T12:15:00+02:00,650,450,0,6,12
2020-07-02T12:15:00+02:00,664,427,0,4,12
2020-07-01T12:15:00+02:00,651,434,0,6,12
2020-06-30T12:15:00+02:00,632,450,0,6,12
2020-06-29T12:15:00+02:00,617,466,0,5,12
2020-06-28T12:15:00+02:00,593,471,0,5,12
