date,Belegte Betten,Freie Betten,Notfallreserve,COVID-19-Fälle,IdBundesland
2020-12-01T12:15:00+01:00,2410,594,1523,423,8
2020-11-30T12:15:00+01:00,2343,660,1519,437,8
2020-11-29T12:15:00+01:00,2322,671,1521,431,8
2020-11-28T12:15:00+01:00,2388,609,1520,429,8
2020-11-27T12:15:00+01:00,2447,576,1515,437,8
2020-11-26T12:15:00+01:00,2395,614,1521,426,8
2020-11-25T12:15:00+01:00,2344,669,1525,427,8
2020-11-24T12:15:00+01:00,2348,678,1516,425,8
2020-11-23T12:15:00+01:00,2303,730,1527,404,8
2020-11-22T12:15:00+01:00,2307,694,1539,408,8
2020-11-21T12:15:00+01:00,2372,633,1538,406,8
2020-11-20T12:15:00+01:00,2401,619,1556,409,8
2020-11-19T12:15:00+01:00,2366,650,1556,407,8
2020-11-18T12:15:00+01:00,2349,664,1552,402,8
2020-11-17T12:15:00+01:00,2323,688,1552,404,8
2020-11-16T12:15:00+01:00,2279,744,1563,397,8
2020-11-15T12:15:00+01:00,2295,692,1564,401,8
2020-11-14T12:15:00+01:00,2327,669,1564,382,8
2020-11-13T12:15:00+01:00,2322,697,1549,375,8
2020-11-12T12:15:00+01:00,2349,697,1555,357,8
2020-11-11T12:15:00+01:00,2293,743,1568,346,8
2020-11-10T12:15:00+01:00,2286,750,1568,352,8
2020-11-09T12:15:00+01:00,2208,810,1581,342,8
2020-11-08T12:15:00+01:00,2225,800,1585,323,8
2020-11-07T12:15:00+01:00,2270,760,1587,313,8
2020-11-06T12:15:00+01:00,2293,750,1683,301,8
2020-11-05T12:15:00+01:00,2279,731,1655,292,8
2020-11-04T12:15:00+01:00,2274,736,1667,276,8
2020-11-03T12:15:00+01:00,2266,739,1659,253,8
2020-11-02T12:15:00+01:00,2235,791,1757,245,8
2020-11-01T12:15:00+01:00,2251,732,1730,243,8
2020-10-31T12:15:00+01:00,2279,777,1733,211,8
2020-10-30T12:15:00+01:00,2313,756,1734,197,8
2020-10-29T12:15:00+01:00,2315,760,1713,184,8
2020-10-28T12:15:00+01:00,2306,780,1738,170,8
2020-10-27T12:15:00+01:00,2308,809,1728,154,8
2020-10-26T12:15:00+01:00,2241,878,1713,140,8
2020-10-25T12:15:00+01:00,2247,876,1704,141,8
2020-10-24T12:15:00+02:00,2289,843,1707,131,8
2020-10-23T12:15:00+02:00,2315,841,1706,121,8
2020-10-22T12:15:00+02:00,2269,897,1706,109,8
2020-10-21T12:15:00+02:00,2273,910,1681,97,8
2020-10-20T12:15:00+02:00,2293,920,1671,98,8
2020-10-19T12:15:00+02:00,2207,1009,1666,93,8
2020-10-18T12:15:00+02:00,2233,962,1653,82,8
2020-10-17T12:15:00+02:00,2322,880,1654,83,8
2020-10-16T12:15:00+02:00,2336,873,1666,70,8
2020-10-15T12:15:00+02:00,2321,898,1666,69,8
2020-10-14T12:15:00+02:00,2307,925,1662,69,8
2020-10-13T12:15:00+02:00,2267,967,1515,75,8
2020-10-12T12:15:00+02:00,2220,1013,1520,69,8
2020-10-11T12:15:00+02:00,2245,974,1529,67,8
2020-10-10T12:15:00+02:00,2273,964,1527,60,8
2020-10-09T12:15:00+02:00,2315,906,1528,66,8
2020-10-08T12:15:00+02:00,2295,932,1526,59,8
2020-10-07T12:15:00+02:00,2311,915,1528,60,8
2020-10-06T12:15:00+02:00,2335,908,1525,60,8
2020-10-05T12:15:00+02:00,2266,976,1522,63,8
2020-10-04T12:15:00+02:00,2237,993,1510,62,8
2020-10-03T12:15:00+02:00,2313,917,1514,64,8
2020-10-02T12:15:00+02:00,2352,895,1525,59,8
2020-10-01T12:15:00+02:00,2378,868,1533,54,8
2020-09-30T12:15:00+02:00,2340,907,1544,55,8
2020-09-29T12:15:00+02:00,2348,951,1515,53,8
2020-09-28T12:15:00+02:00,2282,1012,1514,52,8
2020-09-27T12:15:00+02:00,2322,976,1517,50,8
2020-09-26T12:15:00+02:00,2410,898,1516,47,8
2020-09-25T12:15:00+02:00,2414,896,1520,46,8
2020-09-24T12:15:00+02:00,2389,931,1510,47,8
2020-09-23T12:15:00+02:00,2385,931,1512,45,8
2020-09-22T12:15:00+02:00,2356,982,1527,43,8
2020-09-21T12:15:00+02:00,2327,1032,1523,41,8
2020-09-20T12:15:00+02:00,2338,1013,1516,40,8
2020-09-19T12:15:00+02:00,2366,985,1499,36,8
2020-09-18T12:15:00+02:00,2418,941,1495,37,8
2020-09-17T12:15:00+02:00,2416,944,1493,36,8
2020-09-16T12:15:00+02:00,2408,959,1488,35,8
2020-09-15T12:15:00+02:00,2382,965,1498,40,8
2020-09-14T12:15:00+02:00,2294,1047,1502,36,8
2020-09-13T12:15:00+02:00,2341,990,1504,32,8
2020-09-12T12:15:00+02:00,2365,969,1495,33,8
2020-09-11T12:15:00+02:00,2388,939,1495,28,8
2020-09-10T12:15:00+02:00,2359,971,1499,30,8
2020-09-09T12:15:00+02:00,2395,938,1499,29,8
2020-09-08T12:15:00+02:00,2359,969,1503,29,8
2020-09-07T12:15:00+02:00,2297,1028,1508,28,8
2020-09-06T12:15:00+02:00,2290,1035,1611,28,8
2020-09-05T12:15:00+02:00,2383,942,1609,32,8
2020-09-04T12:15:00+02:00,2349,979,1503,36,8
2020-09-03T12:15:00+02:00,2375,966,1458,32,8
2020-09-02T12:15:00+02:00,2360,979,1462,30,8
2020-09-01T12:15:00+02:00,2357,980,1455,33,8
2020-08-31T12:15:00+02:00,2272,1041,1475,33,8
2020-08-30T12:15:00+02:00,2294,1010,1483,33,8
2020-08-29T12:15:00+02:00,2328,981,1482,32,8
2020-08-28T12:15:00+02:00,2353,953,1467,30,8
2020-08-27T12:15:00+02:00,2363,946,1465,32,8
2020-08-26T12:15:00+02:00,2342,989,1485,27,8
2020-08-25T12:15:00+02:00,2352,975,1486,29,8
2020-08-24T12:15:00+02:00,2262,1063,1475,35,8
2020-08-23T12:15:00+02:00,2249,1059,1460,34,8
2020-08-22T12:15:00+02:00,2297,1010,1475,31,8
2020-08-21T12:15:00+02:00,2382,977,1456,30,8
2020-08-20T12:15:00+02:00,2396,964,1441,26,8
2020-08-19T12:15:00+02:00,2378,964,1442,28,8
2020-08-18T12:15:00+02:00,2323,1013,1441,27,8
2020-08-17T12:15:00+02:00,2337,984,1447,29,8
2020-08-16T12:15:00+02:00,2350,983,1447,29,8
2020-08-15T12:15:00+02:00,2399,931,1450,32,8
2020-08-14T12:15:00+02:00,2411,931,1461,31,8
2020-08-13T12:15:00+02:00,2414,931,1487,31,8
2020-08-12T12:15:00+02:00,2380,959,1488,28,8
2020-08-11T12:15:00+02:00,2359,978,1488,32,8
2020-08-10T12:15:00+02:00,2290,1042,1467,30,8
2020-08-09T12:15:00+02:00,2302,1014,1470,32,8
2020-08-08T12:15:00+02:00,2336,984,1472,33,8
2020-08-07T12:15:00+02:00,2376,947,1455,33,8
2020-08-06T12:15:00+02:00,2347,979,1578,37,8
2020-08-05T12:15:00+02:00,2383,940,1607,40,8
2020-08-04T12:15:00+02:00,2315,994,1607,41,8
2020-08-03T12:15:00+02:00,2265,1535,0,44,8
2020-08-02T12:15:00+02:00,2301,1496,0,44,8
2020-08-01T12:15:00+02:00,2366,1418,0,43,8
2020-07-31T12:15:00+02:00,2431,1342,0,46,8
2020-07-30T12:15:00+02:00,2388,1401,0,44,8
2020-07-29T12:15:00+02:00,2399,1346,0,44,8
2020-07-28T12:15:00+02:00,2329,1402,0,44,8
2020-07-27T12:15:00+02:00,2250,1456,0,49,8
