date,Belegte Betten,Freie Betten,Notfallreserve,COVID-19-Fälle,IdBundesland
2020-12-01T12:15:00+01:00,1281,341,724,385,14
2020-11-30T12:15:00+01:00,1264,350,723,378,14
2020-11-29T12:15:00+01:00,1246,376,730,376,14
2020-11-28T12:15:00+01:00,1274,351,731,360,14
2020-11-27T12:15:00+01:00,1258,373,729,347,14
2020-11-26T12:15:00+01:00,1289,355,726,342,14
2020-11-25T12:15:00+01:00,1276,353,734,345,14
2020-11-24T12:15:00+01:00,1276,367,736,326,14
2020-11-23T12:15:00+01:00,1241,412,729,322,14
2020-11-22T12:15:00+01:00,1224,421,737,308,14
2020-11-21T12:15:00+01:00,1239,404,739,309,14
2020-11-20T12:15:00+01:00,1266,377,738,304,14
2020-11-19T12:15:00+01:00,1242,420,723,301,14
2020-11-18T12:15:00+01:00,1286,383,713,302,14
2020-11-17T12:15:00+01:00,1293,377,715,293,14
2020-11-16T12:15:00+01:00,1239,429,708,272,14
2020-11-15T12:15:00+01:00,1197,454,727,266,14
2020-11-14T12:15:00+01:00,1270,376,730,272,14
2020-11-13T12:15:00+01:00,1290,368,709,264,14
2020-11-12T12:15:00+01:00,1291,386,700,260,14
2020-11-11T12:15:00+01:00,1276,412,699,258,14
2020-11-10T12:15:00+01:00,1301,394,698,268,14
2020-11-09T12:15:00+01:00,1244,441,703,268,14
2020-11-08T12:15:00+01:00,1235,433,714,261,14
2020-11-07T12:15:00+01:00,1267,401,716,260,14
2020-11-06T12:15:00+01:00,1300,376,716,247,14
2020-11-05T12:15:00+01:00,1328,357,712,240,14
2020-11-04T12:15:00+01:00,1321,363,716,232,14
2020-11-03T12:15:00+01:00,1293,445,672,212,14
2020-11-02T12:15:00+01:00,1233,501,703,202,14
2020-11-01T12:15:00+01:00,1248,468,716,184,14
2020-10-31T12:15:00+01:00,1264,454,716,174,14
2020-10-30T12:15:00+01:00,1277,456,699,166,14
2020-10-29T12:15:00+01:00,1299,444,703,158,14
2020-10-28T12:15:00+01:00,1274,479,715,146,14
2020-10-27T12:15:00+01:00,1265,488,723,151,14
2020-10-26T12:15:00+01:00,1214,543,727,142,14
