date,Belegte Betten,Freie Betten,Notfallreserve
2020-08-14T12:15:00+02:00,621,208,302
2020-08-13T12:15:00+02:00,621,209,300
2020-08-12T12:15:00+02:00,637,194,297
2020-08-11T12:15:00+02:00,611,218,305
2020-08-10T12:15:00+02:00,642,238,248
2020-08-09T12:15:00+02:00,643,237,250
2020-08-08T12:15:00+02:00,644,238,265
2020-08-07T12:15:00+02:00,648,231,259
2020-08-06T12:15:00+02:00,641,245,257
2020-08-05T12:15:00+02:00,641,224,239
2020-08-04T12:15:00+02:00,614,247,230
2020-08-03T12:15:00+02:00,591,301,0
2020-08-02T12:15:00+02:00,595,289,0
2020-08-01T12:15:00+02:00,627,271,0
2020-07-31T12:15:00+02:00,617,282,0
2020-07-30T12:15:00+02:00,629,274,0
2020-07-29T12:15:00+02:00,637,260,0
2020-07-28T12:15:00+02:00,628,262,0
2020-07-27T12:15:00+02:00,595,294,0
2020-07-26T12:15:00+02:00,597,282,0
2020-07-25T12:15:00+02:00,629,257,0
2020-07-24T12:15:00+02:00,644,241,0
2020-07-23T12:15:00+02:00,635,257,0
2020-07-22T12:15:00+02:00,629,232,0
2020-07-21T12:15:00+02:00,608,265,0
2020-07-20T12:15:00+02:00,602,257,0
2020-07-19T12:15:00+02:00,595,271,0
2020-07-18T12:15:00+02:00,621,239,0
2020-07-17T12:15:00+02:00,625,233,0
2020-07-16T12:15:00+02:00,653,201,0
2020-07-15T12:15:00+02:00,645,218,0
2020-07-14T12:15:00+02:00,620,245,0
2020-07-13T12:15:00+02:00,599,264,0
2020-07-12T12:15:00+02:00,620,240,0
2020-07-11T12:15:00+02:00,623,237,0
2020-07-10T12:15:00+02:00,619,241,0
2020-07-09T12:15:00+02:00,610,244,0
2020-07-08T12:15:00+02:00,618,244,0
2020-07-07T12:15:00+02:00,617,239,0
2020-07-06T12:15:00+02:00,597,262,0
2020-07-05T12:15:00+02:00,595,258,0
2020-07-04T12:15:00+02:00,608,247,0
2020-07-03T12:15:00+02:00,611,248,0
2020-07-02T12:15:00+02:00,625,257,0
2020-07-01T12:15:00+02:00,636,240,0
2020-06-30T12:15:00+02:00,646,209,0
2020-06-29T12:15:00+02:00,611,251,0
2020-06-28T12:15:00+02:00,616,247,0
2020-06-27T12:15:00+02:00,639,216,0
2020-06-26T12:15:00+02:00,626,226,0
2020-06-25T12:15:00+02:00,611,244,0
2020-06-24T12:15:00+02:00,597,258,0
2020-06-23T12:15:00+02:00,602,255,0
2020-06-22T12:15:00+02:00,582,275,0
2020-06-21T12:15:00+02:00,600,256,0
2020-06-20T12:15:00+02:00,628,228,0
2020-06-19T12:15:00+02:00,650,204,0
2020-06-18T12:15:00+02:00,641,211,0
2020-06-17T12:15:00+02:00,643,205,0
2020-06-16T12:15:00+02:00,619,229,0
2020-06-15T12:15:00+02:00,593,261,0
2020-06-14T12:15:00+02:00,583,266,0
2020-06-13T12:15:00+02:00,615,237,0
2020-06-12T12:15:00+02:00,612,238,0
2020-06-11T12:15:00+02:00,638,213,0
2020-06-10T12:15:00+02:00,634,218,0
2020-06-09T12:15:00+02:00,625,222,0
2020-06-08T12:15:00+02:00,595,246,0
2020-06-07T12:15:00+02:00,594,260,0
2020-06-06T12:15:00+02:00,608,240,0
2020-06-05T12:15:00+02:00,640,219,0
2020-06-04T12:15:00+02:00,623,229,0
2020-06-03T12:15:00+02:00,618,231,0
2020-06-02T12:15:00+02:00,600,250,0
2020-06-01T12:15:00+02:00,555,259,0
2020-05-31T12:15:00+02:00,555,267,0
2020-05-30T12:15:00+02:00,556,257,0
2020-05-29T12:15:00+02:00,603,211,0
2020-05-28T12:15:00+02:00,605,211,0
2020-05-27T12:15:00+02:00,599,219,0
2020-05-26T12:15:00+02:00,587,232,0
2020-05-25T12:15:00+02:00,550,267,0
2020-05-24T12:15:00+02:00,552,262,0
2020-05-23T12:15:00+02:00,576,239,0
2020-05-22T12:15:00+02:00,545,265,0
2020-05-21T12:15:00+02:00,563,258,0
2020-05-20T12:15:00+02:00,576,245,0
2020-05-19T12:15:00+02:00,567,255,0
2020-05-18T12:15:00+02:00,565,258,0
2020-05-17T12:15:00+02:00,536,288,0
2020-05-16T12:15:00+02:00,572,248,0
2020-05-15T12:15:00+02:00,594,224,0
2020-05-14T12:15:00+02:00,572,229,0
2020-05-13T12:15:00+02:00,588,227,0
2020-05-12T12:15:00+02:00,581,233,0
2020-05-11T12:15:00+02:00,535,256,0
2020-05-10T12:15:00+02:00,534,268,0
2020-05-09T12:15:00+02:00,590,241,0
2020-05-08T12:15:00+02:00,597,219,0
2020-05-07T12:15:00+02:00,590,231,0
2020-05-06T12:15:00+02:00,574,253,0
2020-05-05T12:15:00+02:00,566,255,0
2020-05-04T12:15:00+02:00,530,300,0
2020-05-03T12:15:00+02:00,536,295,0
2020-05-02T12:15:00+02:00,514,290,0
2020-05-01T12:15:00+02:00,539,265,0
2020-04-30T12:15:00+02:00,549,268,0
2020-04-29T12:15:00+02:00,540,253,0
2020-04-28T12:15:00+02:00,531,262,0
2020-04-27T12:15:00+02:00,494,263,0
2020-04-26T12:15:00+02:00,504,251,0
2020-04-25T12:15:00+02:00,507,249,0
2020-04-24T12:15:00+02:00,501,257,0
2020-04-23T12:15:00+02:00,465,282,0
2020-04-22T12:15:00+02:00,468,277,0
2020-04-21T12:15:00+02:00,469,272,0
2020-04-20T12:15:00+02:00,450,294,0
2020-04-19T12:15:00+02:00,432,257,0
2020-04-18T12:15:00+02:00,444,238,0
2020-04-17T12:15:00+02:00,422,224,0
2020-04-16T12:15:00+02:00,344,250,0
2020-04-15T12:15:00+02:00,334,235,0
2020-04-14T12:15:00+02:00,299,235,0
2020-04-13T12:15:00+02:00,264,247,0
2020-04-12T12:15:00+02:00,264,243,0
2020-04-11T12:15:00+02:00,272,217,0
2020-04-10T12:15:00+02:00,277,234,0
2020-04-09T12:15:00+02:00,257,219,0
2020-04-08T12:15:00+02:00,232,222,0
2020-04-07T12:15:00+02:00,210,168,0
2020-04-06T12:15:00+02:00,208,170,0
2020-04-05T12:15:00+02:00,207,171,0
2020-04-04T12:15:00+02:00,208,170,0
2020-04-03T12:15:00+02:00,213,183,0
2020-04-02T12:15:00+02:00,190,183,0
2020-04-01T12:15:00+02:00,191,205,0
2020-03-31T12:15:00+02:00,197,212,0
2020-03-30T12:15:00+02:00,152,177,0
2020-03-29T12:15:00+02:00,160,178,0
2020-03-28T12:15:00+01:00,160,167,0
2020-03-27T12:15:00+01:00,146,159,0
2020-03-26T12:15:00+01:00,146,158,0
2020-03-25T12:15:00+01:00,150,155,0
2020-03-24T12:15:00+01:00,136,139,0
2020-03-23T12:15:00+01:00,53,112,0
2020-03-22T12:15:00+01:00,51,115,0
2020-03-21T12:15:00+01:00,50,99,0
2020-03-20T12:15:00+01:00,8,85,0
