date,Belegte Betten,Freie Betten,Notfallreserve
2020-12-01T12:15:00+01:00,606,250,429
2020-11-30T12:15:00+01:00,587,269,432
2020-11-29T12:15:00+01:00,565,282,432
2020-11-28T12:15:00+01:00,596,251,432
2020-11-27T12:15:00+01:00,619,233,432
2020-11-26T12:15:00+01:00,590,266,433
2020-11-25T12:15:00+01:00,588,268,433
2020-11-24T12:15:00+01:00,583,273,433
2020-11-23T12:15:00+01:00,591,263,449
2020-11-22T12:15:00+01:00,552,297,449
2020-11-21T12:15:00+01:00,578,271,449
2020-11-20T12:15:00+01:00,598,254,438
2020-11-19T12:15:00+01:00,580,277,438
2020-11-18T12:15:00+01:00,577,281,437
2020-11-17T12:15:00+01:00,578,274,437
2020-11-16T12:15:00+01:00,563,282,439
2020-11-15T12:15:00+01:00,561,292,439
2020-11-14T12:15:00+01:00,582,271,439
2020-11-13T12:15:00+01:00,596,256,438
2020-11-12T12:15:00+01:00,589,276,436
2020-11-11T12:15:00+01:00,597,259,436
2020-11-10T12:15:00+01:00,586,285,431
2020-11-09T12:15:00+01:00,545,338,433
2020-11-08T12:15:00+01:00,530,345,437
2020-11-07T12:15:00+01:00,564,316,432
2020-11-06T12:15:00+01:00,582,297,430
2020-11-05T12:15:00+01:00,606,274,430
2020-11-04T12:15:00+01:00,592,291,430
2020-11-03T12:15:00+01:00,585,298,430
2020-11-02T12:15:00+01:00,568,315,446
2020-11-01T12:15:00+01:00,556,443,323
2020-10-31T12:15:00+01:00,568,440,317
2020-10-30T12:15:00+01:00,559,449,313
2020-10-29T12:15:00+01:00,602,424,311
2020-10-28T12:15:00+01:00,607,416,302
2020-10-27T12:15:00+01:00,611,412,302
2020-10-26T12:15:00+01:00,591,432,304
2020-10-25T12:15:00+01:00,570,447,306
2020-10-24T12:15:00+02:00,589,428,305
2020-10-23T12:15:00+02:00,610,412,305
2020-10-22T12:15:00+02:00,611,415,307
2020-10-21T12:15:00+02:00,615,415,308
2020-10-20T12:15:00+02:00,605,431,298
2020-10-19T12:15:00+02:00,593,443,298
2020-10-18T12:15:00+02:00,575,457,298
2020-10-17T12:15:00+02:00,587,445,298
2020-10-16T12:15:00+02:00,613,419,298
2020-10-15T12:15:00+02:00,610,426,298
2020-10-14T12:15:00+02:00,597,439,298
2020-10-13T12:15:00+02:00,555,481,298
2020-10-12T12:15:00+02:00,579,457,298
2020-10-11T12:15:00+02:00,558,474,298
2020-10-10T12:15:00+02:00,569,463,298
2020-10-09T12:15:00+02:00,609,423,298
2020-10-08T12:15:00+02:00,611,425,298
2020-10-07T12:15:00+02:00,616,420,298
2020-10-06T12:15:00+02:00,613,423,298
2020-10-05T12:15:00+02:00,598,438,298
2020-10-04T12:15:00+02:00,589,453,286
2020-10-03T12:15:00+02:00,593,449,286
2020-10-02T12:15:00+02:00,617,429,286
2020-10-01T12:15:00+02:00,616,432,286
2020-09-30T12:15:00+02:00,636,412,286
2020-09-29T12:15:00+02:00,621,427,286
2020-09-28T12:15:00+02:00,621,427,286
2020-09-27T12:15:00+02:00,631,411,287
2020-09-26T12:15:00+02:00,627,417,287
2020-09-25T12:15:00+02:00,626,418,288
2020-09-24T12:15:00+02:00,645,400,285
2020-09-23T12:15:00+02:00,624,422,282
2020-09-22T12:15:00+02:00,614,431,288
2020-09-21T12:15:00+02:00,605,440,288
2020-09-20T12:15:00+02:00,586,458,286
2020-09-19T12:15:00+02:00,601,443,286
2020-09-18T12:15:00+02:00,637,407,286
2020-09-17T12:15:00+02:00,657,391,286
2020-09-16T12:15:00+02:00,656,392,286
2020-09-15T12:15:00+02:00,633,415,284
2020-09-14T12:15:00+02:00,603,446,284
2020-09-13T12:15:00+02:00,608,437,284
2020-09-12T12:15:00+02:00,629,416,286
2020-09-11T12:15:00+02:00,627,416,286
2020-09-10T12:15:00+02:00,645,404,286
2020-09-09T12:15:00+02:00,641,406,286
2020-09-08T12:15:00+02:00,643,404,286
2020-09-07T12:15:00+02:00,618,430,286
2020-09-06T12:15:00+02:00,571,471,286
2020-09-05T12:15:00+02:00,595,447,286
2020-09-04T12:15:00+02:00,615,427,287
2020-09-03T12:15:00+02:00,621,425,287
2020-09-02T12:15:00+02:00,607,439,287
2020-09-01T12:15:00+02:00,619,427,287
2020-08-31T12:15:00+02:00,616,430,289
2020-08-30T12:15:00+02:00,590,455,286
2020-08-29T12:15:00+02:00,616,429,286
2020-08-28T12:15:00+02:00,617,432,286
2020-08-27T12:15:00+02:00,616,433,286
2020-08-26T12:15:00+02:00,620,431,286
2020-08-25T12:15:00+02:00,609,440,286
2020-08-24T12:15:00+02:00,588,461,286
2020-08-23T12:15:00+02:00,579,466,286
2020-08-22T12:15:00+02:00,606,435,286
2020-08-21T12:15:00+02:00,631,417,287
2020-08-20T12:15:00+02:00,660,389,283
2020-08-19T12:15:00+02:00,633,413,287
2020-08-18T12:15:00+02:00,634,406,287
2020-08-17T12:15:00+02:00,597,443,284
2020-08-16T12:15:00+02:00,585,454,283
2020-08-15T12:15:00+02:00,615,424,283
2020-08-14T12:15:00+02:00,639,399,284
2020-08-13T12:15:00+02:00,630,417,284
2020-08-12T12:15:00+02:00,629,414,284
2020-08-11T12:15:00+02:00,634,405,284
2020-08-10T12:15:00+02:00,595,440,284
2020-08-09T12:15:00+02:00,587,448,284
2020-08-08T12:15:00+02:00,625,414,284
2020-08-07T12:15:00+02:00,610,431,286
