date,COVID-19-Fälle
2020-07-15T12:15:00+02:00,59
2020-07-14T12:15:00+02:00,65
2020-07-13T12:15:00+02:00,68
2020-07-12T12:15:00+02:00,69
2020-07-11T12:15:00+02:00,68
2020-07-10T12:15:00+02:00,70
2020-07-09T12:15:00+02:00,70
2020-07-08T12:15:00+02:00,78
2020-07-07T12:15:00+02:00,71
2020-07-06T12:15:00+02:00,72
2020-07-05T12:15:00+02:00,75
2020-07-04T12:15:00+02:00,77
2020-07-03T12:15:00+02:00,79
2020-07-02T12:15:00+02:00,79
2020-07-01T12:15:00+02:00,70
2020-06-30T12:15:00+02:00,77
2020-06-29T12:15:00+02:00,78
2020-06-28T12:15:00+02:00,81
2020-06-27T12:15:00+02:00,82
2020-06-26T12:15:00+02:00,83
2020-06-25T12:15:00+02:00,82
2020-06-24T12:15:00+02:00,80
2020-06-23T12:15:00+02:00,79
2020-06-22T12:15:00+02:00,78
2020-06-21T12:15:00+02:00,68
2020-06-20T12:15:00+02:00,69
2020-06-19T12:15:00+02:00,72
2020-06-18T12:15:00+02:00,76
2020-06-17T12:15:00+02:00,78
2020-06-16T12:15:00+02:00,74
2020-06-15T12:15:00+02:00,80
2020-06-14T12:15:00+02:00,82
2020-06-13T12:15:00+02:00,80
2020-06-12T12:15:00+02:00,80
2020-06-11T12:15:00+02:00,82
2020-06-10T12:15:00+02:00,80
2020-06-09T12:15:00+02:00,86
2020-06-08T12:15:00+02:00,95
2020-06-07T12:15:00+02:00,101
2020-06-06T12:15:00+02:00,104
2020-06-05T12:15:00+02:00,103
2020-06-04T12:15:00+02:00,111
2020-06-03T12:15:00+02:00,115
2020-06-02T12:15:00+02:00,119
2020-06-01T12:15:00+02:00,129
2020-05-31T12:15:00+02:00,136
2020-05-30T12:15:00+02:00,143
2020-05-29T12:15:00+02:00,135
2020-05-28T12:15:00+02:00,133
2020-05-27T12:15:00+02:00,134
2020-05-26T12:15:00+02:00,142
2020-05-25T12:15:00+02:00,157
2020-05-24T12:15:00+02:00,160
2020-05-23T12:15:00+02:00,163
2020-05-22T12:15:00+02:00,173
2020-05-21T12:15:00+02:00,181
2020-05-20T12:15:00+02:00,186
2020-05-19T12:15:00+02:00,206
2020-05-18T12:15:00+02:00,207
2020-05-17T12:15:00+02:00,213
2020-05-16T12:15:00+02:00,214
2020-05-15T12:15:00+02:00,236
2020-05-14T12:15:00+02:00,267
2020-05-13T12:15:00+02:00,276
2020-05-12T12:15:00+02:00,294
2020-05-11T12:15:00+02:00,321
2020-05-10T12:15:00+02:00,319
2020-05-09T12:15:00+02:00,320
2020-05-08T12:15:00+02:00,339
2020-05-07T12:15:00+02:00,348
2020-05-06T12:15:00+02:00,349
2020-05-05T12:15:00+02:00,345
2020-05-04T12:15:00+02:00,376
2020-05-03T12:15:00+02:00,383
2020-05-02T12:15:00+02:00,398
2020-05-01T12:15:00+02:00,406
2020-04-30T12:15:00+02:00,432
2020-04-29T12:15:00+02:00,451
2020-04-28T12:15:00+02:00,477
2020-04-27T12:15:00+02:00,485
2020-04-26T12:15:00+02:00,505
2020-04-25T12:15:00+02:00,507
2020-04-24T12:15:00+02:00,531
2020-04-23T12:15:00+02:00,541
2020-04-22T12:15:00+02:00,561
2020-04-21T12:15:00+02:00,595
2020-04-20T12:15:00+02:00,595
2020-04-19T12:15:00+02:00,601
2020-04-18T12:15:00+02:00,641
2020-04-17T12:15:00+02:00,624
2020-04-16T12:15:00+02:00,621
2020-04-15T12:15:00+02:00,617
2020-04-14T12:15:00+02:00,621
2020-04-13T12:15:00+02:00,609
2020-04-12T12:15:00+02:00,599
2020-04-11T12:15:00+02:00,611
2020-04-10T12:15:00+02:00,657
2020-04-09T12:15:00+02:00,619
2020-04-08T12:15:00+02:00,603
2020-04-07T12:15:00+02:00,624
2020-04-06T12:15:00+02:00,561
2020-04-05T12:15:00+02:00,546
2020-04-04T12:15:00+02:00,526
2020-04-03T12:15:00+02:00,519
2020-04-02T12:15:00+02:00,445
2020-04-01T12:15:00+02:00,352
2020-03-31T12:15:00+02:00,300
2020-03-30T12:15:00+02:00,251
2020-03-29T12:15:00+02:00,220
2020-03-28T12:15:00+01:00,214
2020-03-27T12:15:00+01:00,198
2020-03-26T12:15:00+01:00,186
2020-03-25T12:15:00+01:00,191
2020-03-24T12:15:00+01:00,118
2020-03-23T12:15:00+01:00,97
2020-03-22T12:15:00+01:00,84
2020-03-21T12:15:00+01:00,76
2020-03-20T12:15:00+01:00,35
