date,Belegte Betten,Freie Betten,Notfallreserve
2020-08-12T12:15:00+02:00,633,284,421
2020-08-11T12:15:00+02:00,629,283,410
2020-08-10T12:15:00+02:00,615,307,411
2020-08-09T12:15:00+02:00,595,319,396
2020-08-08T12:15:00+02:00,612,304,394
2020-08-07T12:15:00+02:00,628,289,376
2020-08-06T12:15:00+02:00,620,299,384
2020-08-05T12:15:00+02:00,621,299,419
2020-08-04T12:15:00+02:00,646,325,401
2020-08-03T12:15:00+02:00,622,429,0
2020-08-02T12:15:00+02:00,615,429,0
2020-08-01T12:15:00+02:00,647,396,0
2020-07-31T12:15:00+02:00,674,380,0
2020-07-30T12:15:00+02:00,665,374,0
2020-07-29T12:15:00+02:00,670,367,0
2020-07-28T12:15:00+02:00,664,370,0
2020-07-27T12:15:00+02:00,601,427,0
2020-07-26T12:15:00+02:00,621,405,0
2020-07-25T12:15:00+02:00,637,391,0
2020-07-24T12:15:00+02:00,645,383,0
2020-07-23T12:15:00+02:00,641,390,0
2020-07-22T12:15:00+02:00,653,375,0
2020-07-21T12:15:00+02:00,671,365,0
2020-07-20T12:15:00+02:00,615,389,0
2020-07-19T12:15:00+02:00,583,407,0
2020-07-18T12:15:00+02:00,601,389,0
2020-07-17T12:15:00+02:00,636,352,0
2020-07-16T12:15:00+02:00,647,342,0
2020-07-15T12:15:00+02:00,642,351,0
2020-07-14T12:15:00+02:00,635,353,0
2020-07-13T12:15:00+02:00,598,391,0
2020-07-12T12:15:00+02:00,589,401,0
2020-07-11T12:15:00+02:00,601,384,0
2020-07-10T12:15:00+02:00,629,360,0
2020-07-09T12:15:00+02:00,630,362,0
2020-07-08T12:15:00+02:00,604,386,0
2020-07-07T12:15:00+02:00,602,387,0
2020-07-06T12:15:00+02:00,587,399,0
2020-07-05T12:15:00+02:00,584,405,0
2020-07-04T12:15:00+02:00,619,367,0
2020-07-03T12:15:00+02:00,621,365,0
2020-07-02T12:15:00+02:00,629,368,0
2020-07-01T12:15:00+02:00,616,385,0
2020-06-30T12:15:00+02:00,616,374,0
2020-06-29T12:15:00+02:00,550,443,0
2020-06-28T12:15:00+02:00,589,402,0
2020-06-27T12:15:00+02:00,601,385,0
2020-06-26T12:15:00+02:00,636,367,0
2020-06-25T12:15:00+02:00,611,376,0
2020-06-24T12:15:00+02:00,584,407,0
2020-06-23T12:15:00+02:00,607,373,0
2020-06-22T12:15:00+02:00,560,426,0
2020-06-21T12:15:00+02:00,573,410,0
2020-06-20T12:15:00+02:00,585,391,0
2020-06-19T12:15:00+02:00,632,349,0
2020-06-18T12:15:00+02:00,640,346,0
2020-06-17T12:15:00+02:00,636,346,0
2020-06-16T12:15:00+02:00,613,373,0
2020-06-15T12:15:00+02:00,596,390,0
2020-06-14T12:15:00+02:00,593,391,0
2020-06-13T12:15:00+02:00,617,361,0
2020-06-12T12:15:00+02:00,622,356,0
2020-06-11T12:15:00+02:00,611,366,0
2020-06-10T12:15:00+02:00,618,363,0
2020-06-09T12:15:00+02:00,621,370,0
2020-06-08T12:15:00+02:00,560,438,0
2020-06-07T12:15:00+02:00,589,400,0
2020-06-06T12:15:00+02:00,624,365,0
2020-06-05T12:15:00+02:00,636,354,0
2020-06-04T12:15:00+02:00,621,367,0
2020-06-03T12:15:00+02:00,609,380,0
2020-06-02T12:15:00+02:00,558,431,0
2020-06-01T12:15:00+02:00,569,426,0
2020-05-31T12:15:00+02:00,584,405,0
2020-05-30T12:15:00+02:00,595,388,0
2020-05-29T12:15:00+02:00,602,384,0
2020-05-28T12:15:00+02:00,609,402,0
2020-05-27T12:15:00+02:00,598,399,0
2020-05-26T12:15:00+02:00,604,401,0
2020-05-25T12:15:00+02:00,576,430,0
2020-05-24T12:15:00+02:00,554,455,0
2020-05-23T12:15:00+02:00,567,441,0
2020-05-22T12:15:00+02:00,585,422,0
2020-05-21T12:15:00+02:00,606,386,0
2020-05-20T12:15:00+02:00,612,390,0
2020-05-19T12:15:00+02:00,628,371,0
2020-05-18T12:15:00+02:00,614,392,0
2020-05-17T12:15:00+02:00,621,392,0
2020-05-16T12:15:00+02:00,630,362,0
2020-05-15T12:15:00+02:00,633,399,0
2020-05-14T12:15:00+02:00,619,416,0
