date,Belegte Betten,Freie Betten,Notfallreserve
2020-12-01T12:15:00+01:00,909,332,450
2020-11-30T12:15:00+01:00,894,348,456
2020-11-29T12:15:00+01:00,882,357,455
2020-11-28T12:15:00+01:00,885,355,456
2020-11-27T12:15:00+01:00,909,329,460
2020-11-26T12:15:00+01:00,897,356,456
2020-11-25T12:15:00+01:00,913,342,448
2020-11-24T12:15:00+01:00,900,370,468
2020-11-23T12:15:00+01:00,881,391,465
2020-11-22T12:15:00+01:00,891,381,466
2020-11-21T12:15:00+01:00,907,368,465
2020-11-20T12:15:00+01:00,898,388,464
2020-11-19T12:15:00+01:00,894,396,467
2020-11-18T12:15:00+01:00,887,407,470
2020-11-17T12:15:00+01:00,894,440,475
2020-11-16T12:15:00+01:00,890,445,467
2020-11-15T12:15:00+01:00,899,451,475
2020-11-14T12:15:00+01:00,948,407,473
2020-11-13T12:15:00+01:00,934,416,469
2020-11-12T12:15:00+01:00,933,420,474
2020-11-11T12:15:00+01:00,907,457,465
2020-11-10T12:15:00+01:00,887,479,477
2020-11-09T12:15:00+01:00,880,492,470
2020-11-08T12:15:00+01:00,864,498,476
2020-11-07T12:15:00+01:00,889,472,474
2020-11-06T12:15:00+01:00,891,466,483
2020-11-05T12:15:00+01:00,895,473,504
2020-11-04T12:15:00+01:00,893,501,489
2020-11-03T12:15:00+01:00,893,499,512
2020-11-02T12:15:00+01:00,904,496,514
2020-11-01T12:15:00+01:00,909,496,519
2020-10-31T12:15:00+01:00,922,481,522
2020-10-30T12:15:00+01:00,920,491,524
2020-10-29T12:15:00+01:00,928,484,517
2020-10-28T12:15:00+01:00,918,492,522
2020-10-27T12:15:00+01:00,919,490,524
2020-10-26T12:15:00+01:00,878,529,523
2020-10-25T12:15:00+01:00,858,546,523
2020-10-24T12:15:00+02:00,886,527,522
2020-10-23T12:15:00+02:00,910,513,525
2020-10-22T12:15:00+02:00,925,509,518
2020-10-21T12:15:00+02:00,911,525,518
2020-10-20T12:15:00+02:00,904,540,521
2020-10-19T12:15:00+02:00,870,570,523
2020-10-18T12:15:00+02:00,858,573,515
2020-10-17T12:15:00+02:00,879,553,513
2020-10-16T12:15:00+02:00,891,551,506
2020-10-15T12:15:00+02:00,882,561,504
2020-10-14T12:15:00+02:00,887,554,502
2020-10-13T12:15:00+02:00,860,594,514
2020-10-12T12:15:00+02:00,860,587,514
2020-10-11T12:15:00+02:00,880,564,516
2020-10-10T12:15:00+02:00,922,531,513
2020-10-09T12:15:00+02:00,919,543,515
2020-10-08T12:15:00+02:00,949,515,513
2020-10-07T12:15:00+02:00,919,543,515
2020-10-06T12:15:00+02:00,884,579,520
2020-10-05T12:15:00+02:00,854,607,517
2020-10-04T12:15:00+02:00,860,592,534
2020-10-03T12:15:00+02:00,904,547,517
2020-10-02T12:15:00+02:00,924,532,519
2020-10-01T12:15:00+02:00,914,551,510
2020-09-30T12:15:00+02:00,923,541,509
2020-09-29T12:15:00+02:00,938,527,510
2020-09-28T12:15:00+02:00,904,561,506
2020-09-27T12:15:00+02:00,897,573,510
2020-09-26T12:15:00+02:00,930,537,526
2020-09-25T12:15:00+02:00,955,515,513
2020-09-24T12:15:00+02:00,948,517,517
2020-09-23T12:15:00+02:00,965,499,532
2020-09-22T12:15:00+02:00,979,484,533
2020-09-21T12:15:00+02:00,897,569,546
2020-09-20T12:15:00+02:00,895,556,534
2020-09-19T12:15:00+02:00,940,508,531
2020-09-18T12:15:00+02:00,916,543,538
2020-09-17T12:15:00+02:00,951,505,533
2020-09-16T12:15:00+02:00,964,497,538
2020-09-15T12:15:00+02:00,949,511,536
2020-09-14T12:15:00+02:00,901,563,533
2020-09-13T12:15:00+02:00,898,565,528
2020-09-12T12:15:00+02:00,901,560,528
2020-09-11T12:15:00+02:00,924,539,529
2020-09-10T12:15:00+02:00,948,516,524
2020-09-09T12:15:00+02:00,929,538,526
2020-09-08T12:15:00+02:00,916,545,517
2020-09-07T12:15:00+02:00,899,562,516
2020-09-06T12:15:00+02:00,868,592,530
2020-09-05T12:15:00+02:00,898,560,524
2020-09-04T12:15:00+02:00,908,552,515
2020-09-03T12:15:00+02:00,914,545,511
2020-09-02T12:15:00+02:00,910,549,515
2020-09-01T12:15:00+02:00,896,561,518
2020-08-31T12:15:00+02:00,861,596,520
2020-08-30T12:15:00+02:00,874,579,528
2020-08-29T12:15:00+02:00,902,546,519
2020-08-28T12:15:00+02:00,900,554,517
2020-08-27T12:15:00+02:00,892,568,512
2020-08-26T12:15:00+02:00,903,552,520
2020-08-25T12:15:00+02:00,920,546,511
2020-08-24T12:15:00+02:00,884,575,516
2020-08-23T12:15:00+02:00,879,585,515
2020-08-22T12:15:00+02:00,919,536,507
2020-08-21T12:15:00+02:00,946,517,510
2020-08-20T12:15:00+02:00,938,525,515
2020-08-19T12:15:00+02:00,924,534,510
2020-08-18T12:15:00+02:00,944,513,523
2020-08-17T12:15:00+02:00,932,528,535
2020-08-16T12:15:00+02:00,902,556,527
2020-08-15T12:15:00+02:00,944,510,518
2020-08-14T12:15:00+02:00,939,517,533
2020-08-13T12:15:00+02:00,920,534,536
2020-08-12T12:15:00+02:00,946,510,528
2020-08-11T12:15:00+02:00,913,538,538
2020-08-10T12:15:00+02:00,871,571,520
2020-08-09T12:15:00+02:00,855,591,558
2020-08-08T12:15:00+02:00,888,557,558
2020-08-07T12:15:00+02:00,913,551,538
2020-08-06T12:15:00+02:00,920,544,553
2020-08-05T12:15:00+02:00,939,544,590
2020-08-04T12:15:00+02:00,913,556,510
2020-08-03T12:15:00+02:00,873,647,0
2020-08-02T12:15:00+02:00,843,662,0
2020-08-01T12:15:00+02:00,864,648,0
2020-07-31T12:15:00+02:00,884,648,0
2020-07-30T12:15:00+02:00,887,650,0
2020-07-29T12:15:00+02:00,901,646,0
2020-07-28T12:15:00+02:00,868,647,0
2020-07-27T12:15:00+02:00,861,666,0
2020-07-26T12:15:00+02:00,864,612,0
2020-07-25T12:15:00+02:00,857,597,0
2020-07-24T12:15:00+02:00,890,562,0
2020-07-23T12:15:00+02:00,881,562,0
2020-07-22T12:15:00+02:00,864,600,0
2020-07-21T12:15:00+02:00,863,588,0
2020-07-20T12:15:00+02:00,865,620,0
2020-07-19T12:15:00+02:00,845,625,0
2020-07-18T12:15:00+02:00,869,618,0
2020-07-17T12:15:00+02:00,890,594,0
2020-07-16T12:15:00+02:00,872,613,0
2020-07-15T12:15:00+02:00,881,606,0
2020-07-14T12:15:00+02:00,868,619,0
2020-07-13T12:15:00+02:00,827,651,0
2020-07-12T12:15:00+02:00,832,637,0
2020-07-11T12:15:00+02:00,876,613,0
2020-07-10T12:15:00+02:00,896,590,0
2020-07-09T12:15:00+02:00,859,625,0
2020-07-08T12:15:00+02:00,859,631,0
2020-07-07T12:15:00+02:00,847,624,0
2020-07-06T12:15:00+02:00,800,658,0
2020-07-05T12:15:00+02:00,798,657,0
2020-07-04T12:15:00+02:00,847,631,0
2020-07-03T12:15:00+02:00,849,625,0
2020-07-02T12:15:00+02:00,862,612,0
2020-07-01T12:15:00+02:00,849,622,0
2020-06-30T12:15:00+02:00,850,608,0
2020-06-29T12:15:00+02:00,810,642,0
2020-06-28T12:15:00+02:00,824,637,0
2020-06-27T12:15:00+02:00,834,619,0
2020-06-26T12:15:00+02:00,822,629,0
2020-06-25T12:15:00+02:00,823,620,0
2020-06-24T12:15:00+02:00,837,598,0
2020-06-23T12:15:00+02:00,852,593,0
2020-06-22T12:15:00+02:00,792,647,0
2020-06-21T12:15:00+02:00,775,644,0
2020-06-20T12:15:00+02:00,808,614,0
2020-06-19T12:15:00+02:00,853,578,0
2020-06-18T12:15:00+02:00,830,594,0
2020-06-17T12:15:00+02:00,767,560,0
2020-06-16T12:15:00+02:00,757,567,0
2020-06-15T12:15:00+02:00,672,629,0
2020-06-14T12:15:00+02:00,657,634,0
2020-06-13T12:15:00+02:00,676,609,0
2020-06-12T12:15:00+02:00,662,620,0
2020-06-11T12:15:00+02:00,674,626,0
2020-06-10T12:15:00+02:00,702,590,0
2020-06-09T12:15:00+02:00,702,590,0
2020-06-08T12:15:00+02:00,664,634,0
2020-06-07T12:15:00+02:00,669,641,0
2020-06-06T12:15:00+02:00,704,596,0
2020-06-05T12:15:00+02:00,719,570,0
2020-06-04T12:15:00+02:00,723,563,0
2020-06-03T12:15:00+02:00,688,598,0
2020-06-02T12:15:00+02:00,656,636,0
2020-06-01T12:15:00+02:00,696,611,0
2020-05-31T12:15:00+02:00,693,600,0
2020-05-30T12:15:00+02:00,713,583,0
2020-05-29T12:15:00+02:00,696,603,0
2020-05-28T12:15:00+02:00,716,600,0
2020-05-27T12:15:00+02:00,710,618,0
2020-05-26T12:15:00+02:00,780,641,0
2020-05-25T12:15:00+02:00,739,667,0
2020-05-24T12:15:00+02:00,736,656,0
2020-05-23T12:15:00+02:00,781,643,0
2020-05-22T12:15:00+02:00,782,624,0
2020-05-21T12:15:00+02:00,806,604,0
2020-05-20T12:15:00+02:00,815,589,0
2020-05-19T12:15:00+02:00,815,600,0
2020-05-18T12:15:00+02:00,807,619,0
2020-05-17T12:15:00+02:00,799,607,0
2020-05-16T12:15:00+02:00,821,594,0
2020-05-15T12:15:00+02:00,802,602,0
2020-05-14T12:15:00+02:00,787,611,0
2020-05-13T12:15:00+02:00,792,617,0
2020-05-12T12:15:00+02:00,788,620,0
2020-05-11T12:15:00+02:00,694,599,0
2020-05-10T12:15:00+02:00,697,606,0
2020-05-09T12:15:00+02:00,707,614,0
2020-05-08T12:15:00+02:00,728,583,0
2020-05-07T12:15:00+02:00,722,589,0
2020-05-06T12:15:00+02:00,716,577,0
2020-05-05T12:15:00+02:00,664,604,0
2020-05-04T12:15:00+02:00,648,626,0
2020-05-03T12:15:00+02:00,694,583,0
2020-05-02T12:15:00+02:00,672,598,0
2020-05-01T12:15:00+02:00,724,538,0
2020-04-30T12:15:00+02:00,681,581,0
2020-04-29T12:15:00+02:00,688,567,0
2020-04-28T12:15:00+02:00,667,582,0
2020-04-27T12:15:00+02:00,651,607,0
2020-04-26T12:15:00+02:00,628,625,0
2020-04-25T12:15:00+02:00,664,594,0
2020-04-24T12:15:00+02:00,676,581,0
2020-04-23T12:15:00+02:00,655,609,0
2020-04-22T12:15:00+02:00,666,599,0
